Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
CXW,Common Stock,CoreCivic Inc,"CoreCivic, Inc. owns and operates partnership correctional, detention and residential reentry facilities in the United States. The company is headquartered in Brentwood, Tennessee.",1070985,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"5501 VIRGINIA WAY, BRENTWOOD, TN, US",December,6/30/23,1278056000,291543000,10.61,1.44,12.67,0,0.141,1.06,16.18,0.0646,0.0883,0.0325,0.0855,1857328000,431537000,1.06,0.484,0.015,15.33,10.61,-,0.719,0.972,1.337,6.35,0.944,13.5,7.84,10.25,9.93,113605000,4/15/20,3/31/20
CYAN,Common Stock,Cyanotech Corporation,"Cyanotech Corporation is dedicated to the cultivation, production and sale of natural products derived from microalgae for the health and human nutrition markets worldwide. The company is headquartered in Kailua-Kona, Hawaii.",768408,NASDAQ,USD,USA,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,"73-4460 QUEEN KAAHUMANU HWY, SUITE 102, KAILUA KONA, HI, US",March,6/30/23,5179800,-1932000,None,0,2.391,0,0,-0.69,3.449,-0.201,-0.167,-0.0755,-0.255,21608000,7349000,-0.69,-0.538,-0.234,14,-,-,0.211,0.362,0.529,9.52,0.531,2.42,0.611,0.814,0.995,6467500,None,None
EEX,Common Stock,Emerald Expositions Events Inc,"Emerald Holding, Inc. operates business-to-business (B2B) trade shows in the United States. The company is headquartered in New York, New York.",1579214,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","31910 DEL OBISPO STREET, SUITE 200, SAN JUAN CAPISTRANO, CA, US",December,6/30/23,284204000,63600000,23.79,2.16,-1.074,0,0.0949,0.19,5.48,0.314,0.0164,0.0034,0.304,364800000,210600000,0.19,-0.18,0.211,9.6,23.79,5000,0.885,0.902,1.536,2.065,1.369,5,3.01,4.238,3.903,62877000,3/6/20,2/20/20
KRUS,Common Stock,Kura Sushi USA Inc,"Kura Sushi USA, Inc. operates Japanese restaurants with technology in the United States. The company is headquartered in Irvine, California.",1772177,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,"17932 SKY PARK CIRCLE, SUITE H, IRVINE, CA, US",August,5/31/23,962524000,7135000,1444.33,None,14.39,0,0,0.06,19.49,0.0028,0.0001,0.0001,0.0039,174498000,27148000,0.06,2.281,0.297,97.43,1444.33,384.62,4.255,6.56,4.726,133.1,1.923,110,37.97,93.61,71.91,10106900,None,None
CAMP,Common Stock,CalAmp Corp,"CalAmp Corp. The company is headquartered in Irvine, California.",730255,NASDAQ,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"15635 ALTON PARKWAY, SUITE 250, IRVINE, CA, US",February,5/31/23,14202500,8666000,None,0.634,0.332,0,0,-0.64,8.28,-0.0809,-0.0436,-0.022,-1.187,301114000,121886000,-0.64,0,0.095,2.51,-,7.62,0.526,5.69,1.168,-60.38,1.882,5.36,0.29,0.684,2.489,37572800,None,None
FET,Common Stock,Forum Energy Technologies Inc,"Forum Energy Technologies, Inc. designs, manufactures, and distributes products for the oil and natural gas industry in the United States and internationally. The company is headquartered in Houston, Texas.",1401257,NYSE,USD,USA,TECHNOLOGY,OIL & GAS FIELD MACHINERY & EQUIPMENT,"10344 SAM HOUSTON PARK DRIVE, SUITE 300, HOUSTON, TX, US",December,6/30/23,243743000,58127000,None,-1.07,41.32,0,0,-0.4,93.51,-0.0086,0.0311,0.0176,-0.0176,746899000,188526000,-0.4,0,0.077,30,-,-,0.27,0.544,0.64,6.14,2.859,33.84,20.3,24.79,26.27,10147500,11/10/20,None
WRAP,Common Stock,Wrap Technologies Inc,"Wrap Technologies, Inc., a public safety technology and services company, develops policing solutions for law enforcement and security personnel. The company is headquartered in Tempe, Arizona.",1702924,NASDAQ,USD,USA,MANUFACTURING,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)","1817 W 4TH STREET, TEMPE, AZ, US",December,6/30/23,81467000,-14909000,None,None,0.472,0,0,-0.43,0.174,-2.283,-2.18,-0.294,-0.624,7198000,3734000,-0.43,0,0.032,2.5,-,-,14.4,3.817,13.16,-4.877,1.902,2.9,0.95,1.672,1.766,43218400,None,None
HSTM,Common Stock,HealthStream Inc,"HealthStream, Inc. provides provider and staff solutions for healthcare organizations in the United States. The company is headquartered in Nashville, Tennessee.",1095565,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","500 11TH AVENUE NORTH, SUITE 1000, NASHVILLE, TN, US",December,6/30/23,666513000,33010000,51.71,6.85,11.1,0.05,0.0046,0.42,8.95,0.047,0.0458,0.0162,0.0386,273965000,175683000,0.42,0.3,0.054,29,51.71,68.49,2.854,2.052,2.528,14.4,0.486,27.63,20.45,21.78,24.02,30686600,9/29/23,9/15/23
VEEV,Common Stock,Veeva Systems Inc Class A,"Veeva Systems Inc. provides cloud-based software for the life sciences industry in North America, Europe, Asia Pacific, the Middle East, Africa, and Latin America. The company is headquartered in Pleasanton, California.",1393052,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"4280 HACIENDA DRIVE, PLEASANTON, CA, US",January,7/31/23,32685464000,426378000,60.01,1.275,25.85,0,0,3.39,14.12,0.242,0.177,0.053,0.146,2232290000,1545655000,3.39,0.214,0.105,223.95,60.01,37.45,12.73,7.84,11.48,47.84,0.914,225.49,151.02,201.17,183.69,146158000,None,None
SAH,Common Stock,Sonic Automotive Inc,"Sonic Automotive, Inc. is an automobile retailer in the United States. The company is headquartered in Charlotte, North Carolina.",1043509,NYSE,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"4401 COLWICK ROAD, CHARLOTTE, NC, US",December,6/30/23,1692710000,695000000,None,0.601,24.74,1.1,0.0232,-0.51,388.57,-0.0023,0.0405,0.0711,-0.0318,14182800000,2317000000,-0.51,-0.722,0.042,57.33,-,6.02,0.134,1.659,0.353,6.68,1.82,61.2,38.56,50.95,50.11,23412600,10/13/23,9/14/23
CULL,Common Stock,Cullman Bancorp Inc.,"Cullman Bancorp, Inc. focuses on operating as a holding company of Cullman Savings Bank offering various banking products and services in Cullman County. ",1845799,NASDAQ,USD,USA,FINANCE,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED","316 SECOND AVENUE SW, CULLMAN, AL, US",December,6/30/23,77517000,None,19.44,0,13.78,0.12,0.0114,0.54,2.414,0.232,0.298,0.0097,0.039,16857000,16325000,0.54,-0.261,-0.01,None,19.44,-,5.47,0.849,-,-,0.184,13.12,10.43,10.71,11.02,7382500,2/22/23,1/31/23
DSGX,Common Stock,Descartes Systems Group Inc,"Descartes Systems Group Inc. provides cloud-based logistics and supply chain management business process solutions that focus on improving productivity, performance and security for intensive logistics companies globally. The company is headquartered in Waterloo, Canada.",1050140,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"120 RANDALL ST, WATERLOO, ON, CA",January,7/31/23,6182218000,213246000,55.04,3.33,13.79,0,0,1.32,6.2,0.216,0.282,0.0698,0.103,526615000,372688000,1.32,0.185,0.166,84.78,55.04,48.08,12.5,5.53,11.82,29.33,0.865,82.02,62.12,74.72,75.47,85096000,None,None
PRA,Common Stock,ProAssurance Corporation,"ProAssurance Corporation, offers property and casualty insurance and reinsurance products in the United States. The company is headquartered in Birmingham, Alabama.",1127703,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","100 BROOKWOOD PLACE, BIRMINGHAM, AL, US",December,6/30/23,983504000,60255000,111.12,1.02,21.24,0.15,0.0163,0.17,20.99,0.0082,0.0256,0.0031,0.0081,1132297000,196751000,0.17,-0.566,0.141,20.5,111.12,31.95,0.86,0.926,1.262,-,0.437,22.69,11.87,17.76,17.31,52065000,4/13/23,3/28/23
BBAI,Common Stock,BigBearai Holdings Inc,None,1836981,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1731 EMBARCADERO RD., SUITE 200, PALO ALTO, CA, US",December,6/30/23,268022000,-30036000,None,None,-0.396,0,0,-0.67,1.204,-0.551,-0.235,-0.109,-2.88,161621000,42993000,-0.67,0,0.022,4.5,-,-,0.732,23.77,1.945,-1.572,2.93,6.77,0.58,1.876,2.152,155827000,None,None
AES,Common Stock,The AES Corporation,"The AES Corporation is a Fortune 500 company that generates and distributes electrical power. AES is headquartered in Arlington, Virginia.",874761,NYSE,USD,USA,ENERGY & TRANSPORTATION,COGENERATION SERVICES & SMALL POWER PRODUCERS,"4300 WILSON BOULEVARD, ARLINGTON, VA, US",December,6/30/23,9964079000,3385000000,None,2.127,2.471,0.656,0.0413,-0.56,19.38,-0.0286,0.179,0.0373,-0.0613,12953000000,2548000000,-0.56,0.312,-0.017,25.67,-,16.72,1.556,7.6,3.273,30.85,0.968,29.27,14.85,18.55,22.64,669629000,8/15/23,7/31/23
CHTR,Common Stock,Charter Communications Inc,"Charter Communications, Inc., is an American telecommunications and mass media company with services branded as Charter Spectrum.",1091667,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"400 ATLANTIC STREET, STAMFORD, CT, US",December,6/30/23,66525770000,21394000000,15.15,0.3,69.89,0,0,29.34,355.96,0.0848,0.232,0.0547,0.388,54535999000,24485000000,29.34,-0.085,0.004,485.48,15.15,9.92,0.911,6.6,2.999,7.57,1.122,457.66,297.66,423.5,373.34,149671000,None,None
BTTR,Common Stock,Better Choice Company Inc,"Better Choice Company Inc. is an animal health and welfare company. The company is headquartered in Oldsmar, Florida.",1471727,NYSE MKT,USD,USA,MANUFACTURING,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,"81 PROSPECT STREET, BROOKLYN, NY, US",December,6/30/23,6641400,-16091000,None,None,0.531,0,0,-1.23,1.366,-0.913,-0.435,-0.221,-1.105,40904000,15261000,-1.23,0,-0.362,3,-,5.07,0.271,0.376,0.421,-1.324,0.532,1.24,0.111,0.224,0.458,30577100,3/18/19,None
VZIO,Common Stock,Vizio Holding Corp,"VIZIO Holding Corp. The company is headquartered in Irvine, California.",1835591,NYSE,USD,USA,MANUFACTURING,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,"39 TESLA, IRVINE, CA, US",December,6/30/23,1144616000,23800000,97.17,1.595,2.014,0,0,0.06,8.82,0.0055,0.0106,0.0135,0.0258,1719700000,312500000,0.06,-0.19,-0.035,11.5,97.17,39.84,0.843,4.784,0.705,-67.01,1.657,11.64,5.23,6.72,8.14,120152000,None,None
GATX,Common Stock,GATX Corporation,"GATX Corporation (NYSE: GATX) strives to be recognized as the best car rental company in the world by our customers, our shareholders, our employees and the communities where we operate. The company is headquartered in Chicago, Illinois since its founding in 1898.",40211,NYSE,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,"233 SOUTH WACKER DRIVE, CHICAGO, IL, US",December,6/30/23,3857849000,732200000,18.02,0.87,61.47,2.14,0.0202,6.04,37.4,0.165,0.27,0.0222,0.105,1325800000,930100000,6.04,23.86,0.098,139.6,18.02,16.03,2.896,1.99,7.78,12.87,1.048,132.37,83.97,118.57,115.16,35448400,9/30/23,9/14/23
HYMC,Common Stock,Hycroft Mining Holding Corporation,"Hycroft Mining Holding Corporation, is a gold and silver producer in the United States. The company is headquartered in Denver, Colorado.",1718405,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,"527 MADISON AVENUE, 6TH FLOOR, NEW YORK, NY, US",December,6/30/23,70765000,-53427000,None,None,0.186,0,0,-0.28,0.101,-2.846,-2.829,-0.142,-0.91,20232000,-50947000,-0.28,0,-0.522,13,-,-,2.189,1.323,2.014,-1.276,1.958,0.88,0.28,0.382,0.453,201954000,None,None
DT,Common Stock,Dynatrace Holdings LLC,"Dynatrace, Inc. provides a software intelligence platform for dynamic multi-cloud environments. The company is headquartered in Waltham, Massachusetts.",1773383,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1601 TRAPELO ROAD, SUITE 116, WALTHAM, MA, US",March,6/30/23,14133644000,147226000,98.35,1.864,5.82,0,0,0.49,4.236,0.118,0.0884,0.0262,0.0944,1224143000,772082000,0.49,16.6,0.245,55.35,98.35,42.92,10.89,8.38,11.03,87.53,1.067,55.87,31.54,50.08,44.11,293290000,None,None
VRME,Common Stock,VerifyMe Inc,"VerifyMe, Inc. provides technology solutions for brand protection and supply chain functions in the United States. The company is headquartered in Rochester, New York.",1104038,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,PATENT OWNERS & LESSORS,"12 WEST 21ST STREET, 8TH FLOOR, NEW YORK, NY, US",December,6/30/23,11585700,-2250000,None,0,1.256,0,0,-0.18,2.772,-0.112,-0.128,-0.114,-0.224,25914000,6488000,-0.18,0,0.186,2.85,-,14.88,1.026,0.791,0.906,-2.051,0.805,2.27,1.01,1.175,1.48,9899800,6/18/20,None
GIPR,Common Stock,Generation Income Properties Inc,"Generation Income Properties (GIP) is a Tampa, Florida-based Real Estate Investment Trust that specializes in acquiring a diversified portfolio of high-quality single-tenant properties. ",1651721,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"401 EAST JACKSON STREET, SUITE 3300, TAMPA, FL, US",December,6/30/23,9842100,1227900,None,None,3.078,0.513,0.125,-1.52,2.224,-0.689,-0.154,-0.0084,-0.181,5537300,4224300,-1.52,0,-0.036,6,-,-,2.433,1.022,10.29,77.33,-0.221,5.77,3.477,3.946,4.572,2617600,9/29/23,9/14/23
FORM,Common Stock,FormFactor Inc,"FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. The company is headquartered in Livermore, California.",1039399,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"7005 SOUTHFRONT ROAD, LIVERMORE, CA, US",December,6/30/23,2721080000,42793000,None,0.71,10.81,0,0,-0.09,8.69,-0.0108,0.0056,0.0023,-0.0087,670220000,308260000,-0.09,-0.974,-0.235,39.5,-,-,2.261,2.319,2.13,11.7,1.225,37.74,18.15,33.46,30.1,77656000,None,None
FEIM,Common Stock,Frequency Electronics Inc,"Frequency Electronics, Inc. designs, develops, manufactures and sells precision frequency and time control products and components for microwave integrated circuit applications. The company is headquartered in Mitchel Field, New York.",39020,NASDAQ,USD,USA,LIFE SCIENCES,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,"55 CHARLES LINDBERGH BLVD, MITCHEL FIELD, NY, US",April,7/31/23,64040000,2781200,None,0,3.745,0,0.143,-0.04,4.807,-0.0076,0.011,0.0039,-0.0087,44981000,8599000,-0.04,0.394,0.512,17,-,-,1.119,1.107,0.91,-3.921,0.302,7.38,4.227,6.75,6.51,9390000,1/27/23,1/5/23
CTKB,Common Stock,Cytek Biosciences Inc,None,1831915,NASDAQ,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"46107 LANDING PARKWAY, FREMONT, CA, US",December,6/30/23,1054063000,-14862000,None,None,3.111,0,0,-0.04,1.298,-0.0352,-0.104,-0.0225,-0.014,175594000,100974000,-0.04,65.78,0.237,14,-,370.37,9.41,3.653,7.73,268.74,0.428,15.9,5.81,8.56,9.94,136360000,None,None
WLYB,Common Stock,John Wiley & Sons B,None,107140,NYSE,USD,USA,MANUFACTURING,BOOKS: PUBLISHING OR PUBLISHING & PRINTING,"111 RIVER STREET, HOBOKEN, NJ, US",April,4/30/23,2010387000,315399000,117.42,2.471,18.91,1.39,0.0385,0.31,36.36,0.0085,0.108,0.042,0.0158,2019900000,1383266000,0.31,0.599,-0.036,None,117.42,10.8,1.13,2.115,1.605,9.13,0.995,48.23,29.3,34.44,38.88,9026100,7/20/23,7/5/23
STEW,Common Stock,SRH Total Return Fund Inc.,None,102426,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,November,5/31/22,1327624000,None,None,None,15.29,0.49,0.037,-0.3,0.379,-0.815,0.52,0.0068,-0.0197,36905500,35021400,-0.3,-0.791,0.104,None,-,-,42.07,0.797,-,-,0.905,13.82,10.24,13.44,12.86,97333000,None,10/23/23
HLTH,Common Stock,Cue Health Inc,"Nobilis Health Corp. The company is headquartered in Houston, Texas.",1628945,NASDAQ,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"4980 CARROLL CANYON ROAD, SUITE 100, SAN DIEGO, CA, US",December,6/30/23,78582000,-230370000,None,None,2.772,0,0,-2.13,1.671,-1.099,-1.086,-0.237,-0.519,251027000,-17949000,-2.13,-0.774,-0.887,3.94,-,-,0.873,0.793,0.42,-2.121,None,4.38,0.31,0.424,1.474,153511000,None,None
EXPR,Common Stock,Express Inc,"Express, Inc. offers women's and men's apparel and accessories for various occasions under the Express brand. The company is headquartered in Columbus, Ohio.",1483510,NYSE,USD,USA,TRADE & SERVICES,RETAIL-APPAREL & ACCESSORY STORES,"1 EXPRESS DRIVE, COLUMBUS, OH, US",January,7/31/23,30448700,-105052000,0.158,1.14,49.64,0,0,51.4,495.29,0.103,-0.0939,-0.0793,1.955,1767079000,528594000,51.4,45.02,-0.064,30,0.158,7.08,0.0383,187.22,0.468,20.57,1.79,42.8,7.78,11.92,15.92,3745200,12/23/10,12/14/10
CBRE,Common Stock,CBRE Group Inc Class A,"CBRE Group, Inc. is an American commercial real estate services and investment firm. The abbreviation CBRE stands for Coldwell Banker Richard Ellis. It is the largest commercial real estate services company in the world.",1138118,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,"400 SOUTH HOPE STREET, 25TH FLOOR, LOS ANGELES, CA, US",December,6/30/23,22884637000,1713658000,28.19,2.447,26.68,0,0,2.62,98.33,0.0274,0.035,0.032,0.0977,30855012000,6622158000,2.62,-0.568,-0.007,94.17,28.19,14.97,0.785,3.019,0.868,8.47,1.361,89.58,66.31,82.29,79.65,309838000,None,1/20/23
KRO,Common Stock,Kronos Worldwide Inc,"Kronos Worldwide, Inc. produces and markets titanium dioxide (TiO2) pigments in Europe, North America, Asia Pacific, and internationally. The company is headquartered in Dallas, Texas.",1257640,NYSE,USD,USA,LIFE SCIENCES,INDUSTRIAL INORGANIC CHEMICALS,"5430 LBJ FREEWAY, SUITE 1700, DALLAS, TX, US",December,6/30/23,896148000,17000000,None,-0.53,7.62,0.76,0.0964,-0.2,14.49,-0.0133,-0.0199,-0.0111,-0.0251,1671500000,391100000,-0.2,-0.419,-0.216,8.67,-,-,0.514,1.26,0.567,4.244,1.08,11.29,7.42,8.54,9.34,115027000,9/14/23,8/31/23
UHS,Common Stock,Universal Health Services Inc,"UnitedHealth Group Incorporated is an American for-profit multinational managed healthcare and insurance company based in Minnetonka, Minnesota. It offers health care products and insurance services.",352915,NYSE,USD,USA,LIFE SCIENCES,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC","367 S GULPH RD, KING OF PRUSSIA, PA, US",December,6/30/23,8723035000,1733234000,13.18,1.87,87.72,0.8,0.0063,9.54,194.1,0.0502,0.0836,0.0534,0.113,13798663000,5162775000,9.54,0.1,0.068,156.27,13.18,12.21,0.715,1.596,1.091,8.94,1.266,158.34,82.01,132.21,137.94,62140000,9/15/23,8/31/23
CVE,Common Stock,Cenovus Energy Inc,"Cenovus Energy Inc., develops, produces and markets crude oil, natural gas liquids and natural gas in Canada, the United States and the Asia Pacific region. The company is headquartered in Calgary, Canada.",1475260,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"225 - 6 AVENUE S.W., P.O. BOX 766, CALGARY, AB, CA",December,6/30/23,39485755000,9326000000,14.16,0.45,14.11,0.569,0.0196,1.47,29.27,0.0695,0.0936,0.0598,0.145,56027001000,15997000000,1.47,-0.63,-0.362,22.29,14.16,6.15,0.525,1.774,0.583,3.274,2.848,21.65,14.8,19.5,18.13,1896530000,9/29/23,9/14/23
CE,Common Stock,Celanese Corporation,"Celanese Corporation is a Fortune 500 global technology and specialty materials company headquartered in Irving, Texas, United States.",1306830,NYSE,USD,USA,LIFE SCIENCES,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)","222 W. LAS COLINAS BLVD., SUITE 900N, IRVING, TX, US",December,6/30/23,13757805000,1637000000,10.86,7.85,51.67,2.78,0.0227,11.64,94.8,0.123,0.102,0.0343,0.226,10297000000,2380000000,11.64,-0.495,0.124,131.9,10.86,7.36,1.157,2.216,1.446,5.1,1.31,131.05,84.77,123.76,114.58,108852000,8/14/23,7/28/23
AHH,Common Stock,Armada Hflr Pr,"Armada Hoffler Properties, Inc. (NYSE: AHH) is a vertically integrated, self-managed real estate investment trust (REIT) with four decades of experience in the development, construction, acquisition and management of high-end office, retail and institutional grade quality. and multi-family properties located primarily in the mid-Atlantic and southeastern United States. ",1569187,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,"222 CENTRAL PARK AVENUE, SUITE 2100, VIRGINIA BEACH, VA, US",December,6/30/23,916991000,141917000,15.06,6.94,6.79,0.765,0.0762,0.68,8.52,0.099,0.124,0.0189,0.0873,577565000,154159000,0.68,-0.581,0.598,14.29,15.06,27.93,2.742,1.617,5.41,10.16,0.965,13.04,9.52,11.46,11.84,67947000,10/5/23,9/26/23
SMAR,Common Stock,Smartsheet Inc,"Smartsheet Inc. provides a cloud-based platform for job execution. The company is headquartered in Bellevue, Washington.",1366561,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"10500 NE 8TH STREET, SUITE 1300, BELLEVUE, WA, US",January,4/30/23,5640930000,-173316992,None,None,3.822,0,0,-1.37,6.24,-0.214,-0.233,-0.114,-0.354,818491000,601630000,-1.37,0,0.306,50.77,-,1250,7.61,10.39,6.39,-22.25,0.989,52.81,25.09,40.69,41.58,133608000,None,None
IDEX,Common Stock,Ideanomics Inc,"Ideanomics, Inc. focuses on driving the adoption of commercial electric vehicles, the associated energy consumption, and the development of financial services and fintech products. The company is headquartered in New York, New York.",837852,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"55 BROADWAY, 19TH FLOOR, NEW YORK, NY, US",December,6/30/23,35622800,-132588000,None,None,7.13,0,0,-56.88,16.78,0,-1.442,-0.257,-1.588,103158000,-815000,-56.88,0,-0.128,1,-,-,1.063,0.438,1.101,-0.438,0.748,46.88,1.72,8.83,14.38,11994200,None,None
FHLT,Common Stock,Future Health Esg Corp,None,1851182,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"8 THE GREEN, SUITE # 12081, DOVER, DE, US",December,6/30/23,68552000,None,346.67,None,-1.489,0,0,0.03,0,0,0,-0.0086,0,0,0,0.03,0,0,None,346.67,-,-,-,-,-,None,11.35,9.75,10.39,10.14,6591500,None,None
